split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5
test,1.2776833772659302,1.2600994110107422,-6.121372222900391,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.086259365081787,-0.40781766176223755,-0.9831057786941528,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.751286268234253,-0.3646152913570404,1.0511530637741089,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.849195957183838,-0.4695208668708801,0.3548141121864319,0.0,0.0,1.0,0.0,0.0,0.0
test,2.348931074142456,1.5804212093353271,-0.09961653500795364,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.8524566292762756,2.5970914363861084,-4.906103134155273,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.990899562835693,-0.8709973692893982,0.1606922298669815,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6980059146881104,-1.084170937538147,-0.36661994457244873,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9203788042068481,0.3725542724132538,0.8564965128898621,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8932396769523621,2.5225045680999756,0.15142977237701416,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.429664969444275,1.0005651712417603,2.9284236431121826,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.4591946601867676,-0.09946627914905548,3.9685580730438232,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.3200883865356445,4.49670934677124,-3.6786458492279053,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.091295838356018,0.6984561681747437,-0.8233835697174072,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7466171979904175,-1.9888373613357544,-1.8524223566055298,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8052683472633362,-0.4865567982196808,-3.819087028503418,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.7072542905807495,1.2959297895431519,2.7774300575256348,0.0,0.0,0.0,1.0,0.0,0.0
test,1.3095617294311523,-1.4021215438842773,3.3996329307556152,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.034327507019043,3.0193707942962646,-3.923802137374878,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.410949468612671,0.6492232084274292,-0.8739011287689209,1.0,0.0,0.0,0.0,0.0,0.0
test,0.35649776458740234,-0.34126555919647217,0.5279516577720642,0.0,1.0,0.0,0.0,0.0,0.0
test,1.1889210939407349,-1.5226455926895142,0.6632438898086548,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.19193539023399353,2.3515822887420654,-3.691439151763916,0.0,0.0,0.0,1.0,0.0,0.0
test,2.5925960540771484,3.0594639778137207,-0.6109970211982727,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.642263650894165,-1.6765398979187012,4.975685119628906,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7088988423347473,0.5763903260231018,-1.113008975982666,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5238683223724365,1.569866418838501,-0.4347430467605591,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.990248680114746,-0.48461052775382996,1.4846956729888916,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.317622184753418,2.996121406555176,-1.3078423738479614,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.320486068725586,-4.8790974617004395,-2.439708948135376,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.902790069580078,-1.9120020866394043,-5.194179534912109,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8467259407043457,0.13766108453273773,-1.3427547216415405,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.228654384613037,-0.9368741512298584,0.6860508322715759,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0638691186904907,-3.056817054748535,-2.0253024101257324,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.26532530784606934,-2.3890650272369385,2.468108892440796,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.843317031860352,-1.4194883108139038,0.28871291875839233,0.0,0.0,0.0,0.0,1.0,0.0
test,3.1580448150634766,-3.8140997886657715,-3.1868348121643066,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8310850858688354,-0.8275413513183594,-0.40131762623786926,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.8415660858154297,-0.18335862457752228,-2.6942121982574463,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9893990159034729,-0.04373408108949661,2.1471991539001465,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5904320478439331,1.1634992361068726,-4.1545023918151855,0.0,0.0,0.0,1.0,0.0,0.0
test,2.6044015884399414,-0.2824118435382843,-4.195115566253662,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.1957292556762695,4.775411128997803,-1.6504608392715454,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8372865915298462,0.3699272572994232,-0.7433483600616455,1.0,0.0,0.0,0.0,0.0,0.0
test,0.2105681151151657,-0.504682719707489,0.6553701162338257,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6878823041915894,-1.201784372329712,-3.6407227516174316,0.0,0.0,1.0,0.0,0.0,0.0
test,2.064232110977173,-2.679279327392578,-1.4036599397659302,0.0,0.0,0.0,1.0,0.0,0.0
test,3.526360034942627,0.09586397558450699,1.0089861154556274,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.152153968811035,5.265774250030518,-2.815699815750122,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5102211236953735,-0.2698577046394348,0.07291464507579803,1.0,0.0,0.0,0.0,0.0,0.0
test,0.511444091796875,0.8321834802627563,-1.1723741292953491,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0663255453109741,-3.3007991313934326,-0.8844814896583557,0.0,0.0,1.0,0.0,0.0,0.0
test,2.6145968437194824,-0.6877031922340393,-2.2661173343658447,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.3958144187927246,3.6646063327789307,-3.5960566997528076,0.0,0.0,0.0,0.0,1.0,0.0
test,4.843266010284424,-1.0458545684814453,-0.5308756828308105,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5289162993431091,-0.7514232397079468,-1.5241296291351318,1.0,0.0,0.0,0.0,0.0,0.0
test,0.2509996294975281,-0.33781418204307556,0.6325234174728394,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6704789996147156,-1.744768500328064,-3.43381404876709,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.387859582901001,-2.488121747970581,2.432652235031128,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.3638299703598022,-0.14369629323482513,-5.8302531242370605,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.042613983154297,-4.313459396362305,-4.194859027862549,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8962271213531494,0.6446903347969055,-1.089616060256958,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7960572838783264,-0.950749397277832,1.0270878076553345,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9438477754592896,-1.8066667318344116,-3.429738759994507,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.46683937311172485,0.5329165458679199,-4.699650764465332,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.8695976734161377,4.292757987976074,0.03849049285054207,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.7220264673233032,-4.953359127044678,2.8987085819244385,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.063406229019165,-0.17854565382003784,-0.5919952988624573,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.061324954032898,1.0279133319854736,-2.3333616256713867,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.7872731685638428,2.011324167251587,0.06185061112046242,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5106059312820435,2.4002273082733154,0.5293222665786743,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.7277936935424805,4.472770690917969,0.5082229971885681,0.0,0.0,0.0,0.0,1.0,0.0
test,0.33694908022880554,-2.8465960025787354,-6.078871250152588,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7403929233551025,-0.11213353276252747,0.07320273667573929,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.6470367908477783,1.6187617778778076,-0.9679873585700989,0.0,1.0,0.0,0.0,0.0,0.0
test,0.4019215703010559,-1.596174716949463,-3.089158058166504,0.0,0.0,1.0,0.0,0.0,0.0
test,2.4002833366394043,0.21091152727603912,1.0229698419570923,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.950657367706299,0.8292154669761658,-0.3750551640987396,0.0,0.0,0.0,0.0,1.0,0.0
test,1.2712645530700684,4.371427059173584,2.0812151432037354,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8232523798942566,0.01961684785783291,0.06544680893421173,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0364314317703247,-2.1979713439941406,-1.4708420038223267,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4591045379638672,-3.1281213760375977,-0.06783313304185867,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.044436931610107,-0.18924428522586823,-0.17068487405776978,0.0,0.0,0.0,1.0,0.0,0.0
test,0.04964151233434677,-4.366624355316162,-3.5128705501556396,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.41554594039917,-3.291740894317627,-5.498631477355957,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.13732409477233887,-0.12840956449508667,-0.6425932049751282,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8270753622055054,-0.7211177945137024,-1.1575342416763306,0.0,1.0,0.0,0.0,0.0,0.0
test,0.4486452043056488,1.3143435716629028,-2.835561513900757,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.775590419769287,-1.2873369455337524,0.3994385302066803,0.0,0.0,0.0,1.0,0.0,0.0
test,1.2450494766235352,-1.2480093240737915,-5.151605129241943,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.9442696571350098,3.923497438430786,-4.01356840133667,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.19692139327526093,-0.47607067227363586,-1.2264459133148193,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.3925392627716064,-1.6310337781906128,-1.5928243398666382,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.431883454322815,1.3867900371551514,-3.297548532485962,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.773998260498047,3.246826648712158,-0.05470029637217522,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.075004577636719,-1.394455909729004,-3.6721062660217285,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.978043079376221,0.668209969997406,2.5201215744018555,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4256465435028076,0.5674245357513428,-1.2146990299224854,1.0,0.0,0.0,0.0,0.0,0.0
test,0.20418646931648254,1.0088067054748535,-0.08035176992416382,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.4513609409332275,-1.54011869430542,-2.235158920288086,0.0,0.0,1.0,0.0,0.0,0.0
test,2.548112154006958,-1.7428630590438843,-1.6116780042648315,0.0,0.0,0.0,1.0,0.0,0.0
test,2.372072219848633,3.0585665702819824,0.44076859951019287,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7494681477546692,-3.236302614212036,4.381673812866211,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.625134825706482,-0.9647897481918335,-1.3748890161514282,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.7940261363983154,-1.0727486610412598,-2.5502967834472656,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.11216139793396,-0.7269367575645447,-3.025803804397583,0.0,0.0,1.0,0.0,0.0,0.0
test,1.518665075302124,0.2512790858745575,2.1310808658599854,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.7464213371276855,-0.8237577676773071,0.9379831552505493,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.2628424167633057,-5.3976731300354,-3.1547091007232666,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.512742042541504,-0.22913683950901031,-1.7486318349838257,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2842092514038086,0.36152300238609314,0.8607789278030396,0.0,1.0,0.0,0.0,0.0,0.0
test,0.45546436309814453,-2.741279363632202,-0.0522160567343235,0.0,0.0,1.0,0.0,0.0,0.0
test,2.2095866203308105,-1.8364781141281128,-2.4749507904052734,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6105496883392334,-3.8556957244873047,2.6424789428710938,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.1461944580078125,-3.373006820678711,-1.9000663757324219,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8558112382888794,-0.18056093156337738,-1.4858921766281128,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9084897637367249,-0.5233362317085266,1.1385815143585205,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9678255319595337,-1.2941397428512573,1.0914057493209839,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.747837543487549,2.637042284011841,-0.2335582673549652,0.0,0.0,0.0,1.0,0.0,0.0
test,0.8516838550567627,3.7134172916412354,-3.089775800704956,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.4624898433685303,5.198092460632324,-1.2707252502441406,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9565476179122925,-0.7542834281921387,-1.0949437618255615,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9415138959884644,-1.591969609260559,0.43717682361602783,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.27866792678833,1.5269891023635864,-3.2115209102630615,0.0,0.0,1.0,0.0,0.0,0.0
test,2.1331818103790283,0.40977779030799866,-3.0813674926757812,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.396817684173584,-2.4547672271728516,-3.92330265045166,0.0,0.0,0.0,0.0,1.0,0.0
test,0.16317619383335114,-5.786503791809082,1.236838698387146,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7364997267723083,0.629087507724762,-0.8187775015830994,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.22952182590961456,-2.0771520137786865,-1.130605697631836,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9007318615913391,1.617948293685913,-1.9814811944961548,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.4581596851348877,2.9533753395080566,1.0494765043258667,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.9732117652893066,3.7773966789245605,-1.1888657808303833,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.9507198333740234,-5.266136646270752,-2.638953447341919,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7628805041313171,0.6032723188400269,-1.0972903966903687,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.48875415325164795,1.1952838897705078,0.33667099475860596,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.194617748260498,-2.3810672760009766,-1.384763240814209,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3294727802276611,0.8635267019271851,-4.659462928771973,0.0,0.0,0.0,1.0,0.0,0.0
test,3.3207249641418457,0.6940308213233948,-2.9480369091033936,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.233724594116211,-3.3462421894073486,-1.470211386680603,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9561200737953186,-1.1291139125823975,-0.2978973984718323,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.4305942058563232,-1.765012264251709,-2.162443161010742,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6147791743278503,-0.33530786633491516,2.1203343868255615,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.8167383670806885,1.995361566543579,2.422858715057373,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.12452717125415802,1.218671202659607,3.8223235607147217,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.845973491668701,-3.7475695610046387,0.4338645935058594,0.0,0.0,0.0,0.0,0.0,1.0
origin,-1.1023555697404879,-0.3013514390468775,-0.8395840077441825,,,,,,
