split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
test,1.699432611465454,0.7095530033111572,-0.35989296436309814,0.373951256275177,-1.986141324043274,0.7219922542572021,-2.2875044345855713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9650917053222656,0.9632782340049744,0.13685190677642822,0.7403029203414917,-3.6854052543640137,1.2275089025497437,-0.9483760595321655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4338767528533936,4.307231903076172,0.611960232257843,-0.30774518847465515,1.5234302282333374,1.2248824834823608,-1.2699922323226929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6904207468032837,4.948951721191406,1.1908503770828247,3.1667511463165283,-1.6808630228042603,-0.6636075377464294,-2.433881998062134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2246055603027344,3.986647844314575,2.5849387645721436,-4.583680152893066,0.5123460292816162,1.1758354902267456,-0.7984753251075745,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.15478812158107758,4.272205352783203,-0.7707144021987915,0.951691746711731,-5.04050874710083,4.052219867706299,-3.942960023880005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.791433811187744,1.9076850414276123,-0.3923794627189636,0.4301949739456177,-0.9066025018692017,6.378976345062256,-4.576198577880859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6968448162078857,1.9068999290466309,0.5044395327568054,-0.6665839552879333,-1.7749041318893433,-0.04640604183077812,-1.3938829898834229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.923413097858429,1.5773274898529053,1.3953431844711304,0.7364863157272339,-1.5943840742111206,0.7551645040512085,-1.6034609079360962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3615097105503082,0.6170520782470703,0.4823767840862274,-0.45419612526893616,0.14716050028800964,0.9502438902854919,-0.0024252014700323343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6555345058441162,4.61591911315918,-1.2230340242385864,-1.5702404975891113,-1.233290195465088,0.9827641248703003,0.6376733183860779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.651128351688385,-1.0740612745285034,2.485442638397217,0.23093333840370178,-3.4972541332244873,-1.3752617835998535,-2.739196300506592,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.9923136234283447,4.205322265625,-1.6945875883102417,-1.7338451147079468,-0.6302067041397095,-1.6245293617248535,-4.211364269256592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.0881872177124023,5.332693576812744,2.3790876865386963,3.5671730041503906,-0.9268360733985901,3.1270411014556885,-3.704101324081421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.812753200531006,3.4997541904449463,-1.1229808330535889,-4.257879734039307,-6.735389709472656,1.2255973815917969,-1.6146843433380127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0748845338821411,2.234074354171753,-0.49079689383506775,-0.05520818755030632,-1.6843055486679077,-0.05146540328860283,-0.5957324504852295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6529455780982971,1.575987458229065,0.43938541412353516,-1.649031162261963,-1.2558170557022095,0.8673700094223022,-1.4713367223739624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.391674667596817,0.4341822564601898,-0.4891793131828308,0.060256097465753555,-0.7752018570899963,-1.071518063545227,0.9881779551506042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.353183388710022,2.6401429176330566,-3.0055103302001953,1.7637521028518677,-1.1601260900497437,-0.018061330541968346,0.5701889991760254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9767552614212036,3.6011202335357666,-1.7427852153778076,2.6204800605773926,-0.9624523520469666,-2.6175200939178467,0.8271194696426392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.020409129559993744,-0.31335094571113586,-0.561370849609375,0.5668738484382629,2.9785406589508057,3.3113620281219482,-1.1561627388000488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.4952392876148224,0.19354847073554993,2.5643129348754883,4.498497486114502,-1.7532316446304321,1.45823335647583,-4.581334114074707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.8409039974212646,0.7335065007209778,2.682818651199341,5.669352054595947,-1.8523192405700684,4.311748027801514,-2.8489017486572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.130637288093567,1.5280429124832153,-0.0600341372191906,-0.7021491527557373,-1.5215400457382202,-0.09370295703411102,-1.7436027526855469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1413674354553223,1.6237789392471313,-1.626331090927124,-0.7293914556503296,-1.5060681104660034,-0.650180995464325,-1.3381035327911377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.335689067840576,1.4024649858474731,-1.8776460886001587,1.4868887662887573,-0.8341314196586609,0.04877527058124542,0.26361706852912903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.34375035762786865,-0.9077693223953247,1.381056308746338,0.09501202404499054,-2.605233907699585,-1.2202987670898438,-1.37468421459198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.042638778686523,2.2693657875061035,-1.0468090772628784,-3.154721975326538,-3.993032932281494,0.2676210403442383,-1.7503947019577026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.276653528213501,2.3185529708862305,0.74777752161026,-3.038245916366577,-3.3936941623687744,3.2282814979553223,-4.3537750244140625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.95833158493042,6.098348140716553,-3.9992992877960205,-2.754709482192993,0.13967962563037872,1.8980560302734375,-1.4301506280899048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.1945390701293945,1.2634989023208618,5.153348922729492,-0.5152930021286011,-1.595771312713623,-3.807790756225586,-1.4843302965164185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4124736785888672,1.8131077289581299,0.2711281180381775,-0.7311522960662842,-1.8767175674438477,0.4533873498439789,-0.9676329493522644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.19757914543151855,2.2653236389160156,-0.02604600414633751,-0.8246851563453674,-1.4271190166473389,1.1541399955749512,-1.770643949508667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.518357276916504,3.3982434272766113,1.3556808233261108,-1.2177519798278809,-2.1240124702453613,-0.03469133749604225,-2.2842252254486084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.006161212921143,2.064959764480591,-2.2733170986175537,-1.8086885213851929,-0.2647853493690491,-0.45285850763320923,-0.501413106918335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.362424373626709,1.721271276473999,3.1068098545074463,-1.644248604774475,-3.071108102798462,1.1256300210952759,-1.0169271230697632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.752053737640381,6.199118137359619,-0.2960882782936096,-1.7081209421157837,-0.35788801312446594,-1.4309289455413818,-0.7985833287239075,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.567044258117676,2.282396078109741,-4.547007083892822,-4.3499345779418945,-2.3164761066436768,2.806267261505127,-0.28105491399765015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.492132306098938,0.2496882826089859,0.21624097228050232,0.31917136907577515,1.1075856685638428,-6.780727386474609,-0.3979225158691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0948796272277832,2.2723617553710938,-0.19592314958572388,0.14562200009822845,-0.9411492347717285,0.17494075000286102,-0.45640698075294495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8771181702613831,2.09246826171875,0.24652716517448425,-0.3467061519622803,-2.210566997528076,-1.2371200323104858,-0.13753336668014526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2621498107910156,3.570969820022583,-1.2923686504364014,-1.5737756490707397,-0.18127550184726715,0.9755172729492188,-1.372935175895691,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.147941827774048,3.7085988521575928,-0.6790894865989685,-0.1813315749168396,-2.2002267837524414,3.2861201763153076,-1.1592777967453003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.612357139587402,2.079664468765259,-2.3235697746276855,-2.4492788314819336,-1.9480400085449219,1.279771089553833,0.4441777169704437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7238998413085938,3.5938515663146973,0.8043895959854126,-2.684535503387451,-0.37598809599876404,-1.4941445589065552,3.634861469268799,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.652129173278809,2.6391916275024414,1.4344547986984253,-1.115714192390442,-3.9615869522094727,-4.450326442718506,-0.8747414946556091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.246134281158447,3.5724565982818604,-2.8574094772338867,-4.50383186340332,-1.704512596130371,-0.3779239356517792,-5.448915004730225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.384436011314392,2.1457085609436035,-0.08821606636047363,-0.1380719095468521,-2.0809953212738037,0.052398692816495895,-0.6547093987464905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9451404809951782,0.8882251381874084,0.7571063041687012,-0.8209618926048279,-2.1559925079345703,-0.9166201949119568,-1.4575884342193604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4046233892440796,1.1929184198379517,-1.5377635955810547,0.3697845935821533,-0.09244980663061142,-0.7790476083755493,-3.1057963371276855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.1028313636779785,1.7630417346954346,-2.236881732940674,1.9911504983901978,-0.0745699554681778,-1.4524595737457275,-0.6333650946617126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.5802002549171448,0.41371291875839233,0.3911050260066986,1.2342873811721802,-4.950320720672607,-0.9575016498565674,1.295640230178833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9095369577407837,-1.010856032371521,-0.7229945659637451,3.8657310009002686,-1.435360312461853,-2.5369961261749268,-3.2711493968963623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.2455002069473267,5.190823078155518,1.2077585458755493,-3.982599973678589,-5.337763786315918,-0.7065838575363159,0.8773558139801025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.8991422653198242,5.833456993103027,-3.512129306793213,1.493566632270813,-5.246055603027344,-3.770707845687866,0.33832767605781555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6309008598327637,1.6862365007400513,-0.7025244235992432,-0.37038448452949524,-1.0058646202087402,0.22805386781692505,-1.6851376295089722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8231284618377686,1.3099621534347534,0.612337052822113,0.8233651518821716,-0.7483564615249634,-1.2194044589996338,-1.748816728591919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5530441999435425,0.864986777305603,-0.14594630897045135,-0.21904708445072174,0.05729930102825165,-1.6889166831970215,0.5154769420623779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.0622262954711914,4.818393707275391,0.03755446895956993,-0.24717426300048828,-1.8006476163864136,-1.857762336730957,0.48523205518722534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.11500860005617142,-0.28377094864845276,2.8951239585876465,-3.249168634414673,-1.3525843620300293,0.6264710426330566,-0.4740333557128906,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.4525104761123657,2.6196999549865723,-0.9681880474090576,-3.952639102935791,1.196303367614746,-2.6897125244140625,-3.4029812812805176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.574852466583252,-0.16703861951828003,-3.7343008518218994,4.179464817047119,-2.2339751720428467,0.04696572944521904,-4.347161769866943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.3149648904800415,1.9203060865402222,-4.2303924560546875,5.6634840965271,-0.31339728832244873,0.6004817485809326,-3.9716055393218994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7759006023406982,1.089992642402649,0.11118467152118683,0.3585019111633301,-1.0786832571029663,-0.2564161717891693,-1.2437931299209595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4909427165985107,1.6179701089859009,-1.7352120876312256,-0.7600032091140747,-1.5311387777328491,-0.3821769654750824,-1.7395703792572021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8727227449417114,0.5300945043563843,-0.755770742893219,-2.085937023162842,-2.779176950454712,-0.5808359980583191,-1.388141393661499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.320133090019226,-0.9730528593063354,-0.9000614881515503,-1.5568703413009644,-3.049647808074951,0.5729027390480042,-2.5580081939697266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.035559527575969696,4.704648971557617,2.9149365425109863,-1.7233021259307861,-0.9959113597869873,0.5947861075401306,0.613038957118988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7298446893692017,0.38947275280952454,-0.06332915276288986,4.5788445472717285,-1.2704198360443115,-3.0425496101379395,0.3841265141963959,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.39469900727272034,5.732529640197754,3.0472075939178467,-3.9022226333618164,-2.963587999343872,-1.5407400131225586,-2.0622918605804443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.8856709003448486,7.635359287261963,-0.12497524917125702,2.9337596893310547,0.9464954137802124,-1.854775071144104,-0.2968082129955292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2289499044418335,1.5632399320602417,0.470547616481781,-0.28899458050727844,-0.5993399024009705,-0.34816429018974304,-0.903618335723877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3289413452148438,0.9443117380142212,-1.0411003828048706,-0.90440833568573,-2.531221866607666,0.27727702260017395,-0.9785978198051453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.1515279859304428,3.4520537853240967,1.2027701139450073,1.2951627969741821,-1.667396068572998,0.2655235230922699,-0.24009372293949127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.516350507736206,1.5581648349761963,-2.4875195026397705,-2.842932939529419,-1.917905330657959,1.2416012287139893,-0.22816288471221924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9252437353134155,2.65090274810791,0.09964240342378616,-4.185230255126953,-2.7783496379852295,1.0613484382629395,-3.1534957885742188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.994544267654419,2.024146556854248,-0.8214567303657532,-1.9937717914581299,1.7237976789474487,-1.6464364528656006,-5.539907932281494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.5403133630752563,3.722660541534424,-1.9682962894439697,-2.4397833347320557,-2.627229690551758,1.5755162239074707,3.7082080841064453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3432462811470032,6.2306718826293945,-1.4934695959091187,-4.237914085388184,1.6836707592010498,3.6651418209075928,-2.594531297683716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.565844178199768,1.7885103225708008,-0.7255899310112,-0.25249671936035156,-1.8266338109970093,-0.32010146975517273,-0.8951267600059509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2240681648254395,1.9576122760772705,0.8090944290161133,-0.8313788771629333,-2.869736671447754,0.001722916029393673,-1.4771287441253662,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6054994463920593,3.3489625453948975,0.49091970920562744,-1.0049692392349243,-1.8106374740600586,-0.8587024211883545,-0.6838456988334656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.150984287261963,0.07179445773363113,-1.4225025177001953,0.4528213441371918,-1.2622607946395874,-0.4443373680114746,-4.260735988616943,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.6863131523132324,-0.6199251413345337,0.29733142256736755,1.3288458585739136,1.5696048736572266,0.8241087794303894,1.5224436521530151,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.03256496787071228,4.400603771209717,3.528998374938965,-2.2959022521972656,-2.4635448455810547,0.8900778889656067,-3.856863260269165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.4874265491962433,4.86712121963501,0.7081106305122375,-3.0780797004699707,-5.339069366455078,1.5860168933868408,1.6577125787734985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.482022762298584,0.2359197735786438,0.5993340015411377,-0.8591300845146179,0.43584010004997253,3.209287166595459,-5.931143283843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.084925889968872,1.8455904722213745,-0.28564921021461487,0.4583401679992676,-1.2317103147506714,0.15969520807266235,-1.738521933555603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.21291327476501465,0.8794378638267517,0.13799037039279938,0.06327405571937561,-0.9115714430809021,0.36371755599975586,-0.7538757920265198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7640671730041504,2.852940320968628,0.31947535276412964,1.1530342102050781,-0.38897955417633057,1.4307302236557007,0.19963684678077698,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5837591886520386,0.7776975035667419,0.26713284850120544,-2.1594557762145996,-2.462937593460083,0.31990954279899597,-0.8031206130981445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.7269658446311951,5.494614124298096,-0.4371263086795807,-0.06343118101358414,-0.5926752090454102,0.7121431827545166,1.2328482866287231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.04903256148099899,5.705851078033447,-2.3681838512420654,0.20482385158538818,0.5277072787284851,-2.8646068572998047,-2.256539821624756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.4742499887943268,1.8056598901748657,3.146308183670044,-1.8544832468032837,2.6908974647521973,-4.031140327453613,-1.170318603515625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.779944896697998,2.1668877601623535,-6.052142143249512,-4.257935047149658,0.5151163935661316,0.9747007489204407,0.0036367960274219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4234395027160645,2.002711296081543,0.2272937297821045,0.4530012905597687,-1.8397902250289917,-0.26652801036834717,-0.7718605995178223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.447389006614685,2.6263301372528076,-0.47021540999412537,1.2426095008850098,-1.6876600980758667,1.0094456672668457,-0.8247010111808777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.6431498527526855,1.09016752243042,0.29844799637794495,1.1481684446334839,-1.6026880741119385,-0.42987215518951416,-2.3621315956115723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.03599080443382263,-0.44080469012260437,-1.0972752571105957,-0.23094677925109863,-0.29503050446510315,2.1932764053344727,0.444583535194397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.555797576904297,-0.29797783493995667,2.320777654647827,-1.1671901941299438,1.002441644668579,0.9570311903953552,-3.720975637435913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.2203128337860107,2.643951416015625,-0.8460018634796143,-2.5947177410125732,-1.8455966711044312,-2.176231861114502,-2.2881956100463867,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7672183513641357,1.044371485710144,-2.378873109817505,0.18249206244945526,4.035016059875488,-0.4965929388999939,1.999216914176941,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.6891896724700928,3.7314882278442383,-4.186731338500977,2.339827299118042,1.1351878643035889,2.9924912452697754,1.1831049919128418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.407352089881897,2.533673048019409,0.013654176145792007,-0.15829171240329742,-1.5813597440719604,0.6172507405281067,-1.0411144495010376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0933550596237183,0.37728652358055115,-0.6616203784942627,-0.05901092663407326,-2.4524993896484375,-0.1138574630022049,-1.3097193241119385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.20178526639938354,-0.03826430067420006,1.1085880994796753,0.710087239742279,-2.5838496685028076,-0.2716023325920105,-1.5920741558074951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5754381418228149,2.2697722911834717,-1.3224363327026367,-2.939573287963867,-1.6866981983184814,1.4392896890640259,-1.2109788656234741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.087992787361145,3.1967740058898926,-0.9148118495941162,-0.06587066501379013,-3.8208086490631104,-1.0466705560684204,2.6966049671173096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.15641282498836517,-2.873075246810913,0.8239599466323853,1.6249903440475464,-0.9571938514709473,2.7582879066467285,-1.7546639442443848,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.014130599796772003,4.7545576095581055,1.8681048154830933,-0.17349183559417725,4.494749546051025,1.0358678102493286,-0.4864388406276703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.0199211835861206,1.651782512664795,1.7158037424087524,-7.455772876739502,-1.7050012350082397,-1.066904902458191,1.3193731307983398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5676689147949219,2.1702492237091064,-0.4192627966403961,-0.008864807896316051,-1.725740671157837,0.7169252634048462,-1.1350598335266113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.0541770458221436,1.1715186834335327,0.7848138809204102,-0.9095131158828735,-1.4897040128707886,1.3520063161849976,-1.5956940650939941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1899877786636353,1.3530863523483276,0.5946690440177917,-2.106274127960205,-2.6922683715820312,0.9498564004898071,0.18780960142612457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.1295084953308105,3.5400314331054688,1.2951580286026,1.274878740310669,-1.3561009168624878,-0.56822270154953,-2.3574769496917725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.1267961710691452,2.2432689666748047,-2.464059829711914,-2.8575892448425293,-1.897391676902771,3.085085868835449,-0.8136764764785767,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.792623281478882,2.8463704586029053,-1.556860327720642,0.2677416503429413,3.226311206817627,-2.947183847427368,0.12221132963895798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.276679277420044,-2.58950138092041,-2.7510082721710205,-1.6688029766082764,1.496945858001709,-1.3956104516983032,-3.760690212249756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.3082337379455566,3.5398411750793457,-1.9643722772598267,1.0396580696105957,-5.596585750579834,3.533062219619751,3.8910608291625977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.323699712753296,1.5330398082733154,-0.19985896348953247,-0.26185914874076843,-1.4845525026321411,-0.8543105721473694,-1.2209268808364868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3368619680404663,1.9613832235336304,-0.48915573954582214,0.7602746486663818,-0.8853170871734619,1.5607209205627441,-1.792737364768982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.26031649112701416,3.0767030715942383,-0.8995345234870911,-0.31776899099349976,-0.9100646376609802,1.8917763233184814,-1.3427115678787231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.334372043609619,0.014404156245291233,-2.963541030883789,1.0878565311431885,-1.3565778732299805,1.2188212871551514,-0.31572189927101135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.1031439304351807,0.2924916744232178,-1.7222764492034912,-2.869358777999878,2.0076475143432617,-0.5375403761863708,-0.08185204863548279,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.176916122436523,1.9737201929092407,2.096139669418335,-1.1519181728363037,-0.07471757382154465,-3.4852793216705322,-2.7277464866638184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.081089496612549,-0.0935395210981369,2.845757007598877,3.490706443786621,-3.8359811305999756,-2.1993916034698486,1.2481184005737305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.3429975509643555,-0.34364745020866394,-4.24163293838501,1.277519702911377,3.3955283164978027,-1.8545749187469482,-1.0635913610458374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.563247561454773,1.957335114479065,-0.07864133268594742,-0.2662624716758728,-1.260573387145996,-0.08243156969547272,-1.4644131660461426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6309092044830322,2.2609753608703613,-0.18198777735233307,-0.9836101531982422,-0.5584089756011963,0.21218055486679077,-2.4442734718322754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.450641393661499,2.442302703857422,-0.5970010757446289,-0.6934710741043091,-1.6082254648208618,2.1740691661834717,-2.9027023315429688,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.7213308811187744,4.563337802886963,1.1352142095565796,1.8607239723205566,-1.185186505317688,-0.955871045589447,-0.5542023181915283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7277809977531433,1.452568531036377,-0.23452167212963104,-1.6377862691879272,0.2751590311527252,4.3711724281311035,-2.0941927433013916,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.558562278747559,2.2955973148345947,0.4737607538700104,3.309490442276001,0.19938254356384277,2.1501975059509277,-0.6767575740814209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7557168006896973,-3.829650402069092,-2.81280255317688,-2.281930923461914,0.5456873774528503,0.47748884558677673,-0.918156623840332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.1193041801452637,6.803435802459717,-0.7547491192817688,2.530876636505127,0.6859270930290222,-4.218136310577393,1.8600003719329834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.53551185131073,2.1156978607177734,-0.12465164810419083,0.596375048160553,-1.3757388591766357,0.5664178729057312,-1.3041104078292847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.031809013336896896,2.2850701808929443,-0.10145003348588943,-0.7469975352287292,-1.272416353225708,0.6714350581169128,-1.969386339187622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4324889183044434,2.440023899078369,-1.7423251867294312,-0.5325047969818115,-2.3498764038085938,-2.0055835247039795,-0.7951300144195557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.8466179370880127,1.5961328744888306,2.214590549468994,0.928351879119873,-1.0495423078536987,0.0374261736869812,-3.094177484512329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.7496392726898193,3.7085072994232178,-0.5317122340202332,0.2981802225112915,-3.115659713745117,-2.358368158340454,-2.2566070556640625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.353827953338623,-0.17474161088466644,-1.2653425931930542,-1.1391724348068237,-1.7674295902252197,3.494608163833618,-2.820855140686035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
