split,feature_0,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.566649913787842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5666497349739075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5666496753692627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.4333503246307373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.5666496753692627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.433350086212158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.433350086212158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4333503246307373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4333503246307373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5666496753692627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.433350086212158,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.566649913787842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.433350086212158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.566649913787842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.433350563049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
origin,0.43335028786760466,,,,,,,,
