split,feature_0,feature_1,class_0,class_1,class_2,class_3,class_4,class_5
test,0.23419414460659027,-5.764195919036865,0.0,0.0,0.0,0.0,0.0,1.0
test,0.11984553188085556,-0.3824702203273773,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8863508105278015,1.3499387502670288,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.71893310546875,0.05767352879047394,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.937380075454712,2.536876678466797,0.0,0.0,0.0,1.0,0.0,0.0
test,2.8367691040039062,-3.3541674613952637,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.7154083251953125,0.4102354049682617,0.0,0.0,0.0,0.0,0.0,1.0
test,0.27697479724884033,0.09054595232009888,1.0,0.0,0.0,0.0,0.0,0.0
test,0.03159066662192345,2.0124778747558594,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.237771511077881,-1.472877860069275,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9929171800613403,-2.779456853866577,0.0,0.0,0.0,1.0,0.0,0.0
test,0.5215818285942078,-4.683887958526611,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.5030341148376465,-1.4419441223144531,0.0,0.0,0.0,0.0,0.0,1.0
test,0.09290189296007156,-0.4221450090408325,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0505883693695068,-0.7694737911224365,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.20983269810676575,-2.796851396560669,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.6252440214157104,-3.8395233154296875,0.0,0.0,0.0,1.0,0.0,0.0
test,3.463331699371338,-2.57822322845459,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.5615265369415283,5.869959831237793,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3783254623413086,0.9126453995704651,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9395027160644531,1.7450287342071533,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.07037495821714401,-2.7693357467651367,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.276649475097656,1.9909803867340088,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.6206717491149902,-3.9137327671051025,0.0,0.0,0.0,0.0,1.0,0.0
test,2.020742893218994,-5.177770137786865,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9438392519950867,1.134115219116211,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.4502222537994385,-0.8449525237083435,0.0,1.0,0.0,0.0,0.0,0.0
test,2.158738613128662,1.0014108419418335,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.39133745431900024,4.145759105682373,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.894758462905884,-3.7039597034454346,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.198453426361084,-2.288872480392456,0.0,0.0,0.0,0.0,0.0,1.0
origin,-0.7206561674863385,0.15933867651826358,,,,,,
